id,name,slug,universityType,populationType,cost,undergraduates,admissionRate,freshmanSatisfaction,inStateTuition,outOfStateTuition,admissionDeadline,chance,applicationStatus,financialAidStatus,address.street1,address.city,address.state,address.zipCode
704,Texas A&M University - Kingsville,texas-a-m-university-kingsville,Public,Coed,$$,6174.0,"77% of 6,325 applicants were admitted",65.0,"   $9,136","  $22,526",Rolling,,,,700 University Boulevard,Kingsville,TX,78363
1257,Texas A&M University - Texarkana,texas-a-m-university-texarkana,Public,Coed,$,1644.0,"65% of 3,766 applicants were admitted",56.8,"   $8,070","  $23,106",Rolling,,,,7101 University Avenue,Texarkana,TX,75503
688,Texas Christian University,texas-christian-university,Private,Coed,$$$,9474.0,"47% of 19,028 applicants were admitted",91.3,"  $51,660","  $51,660",February 1,,,,2800 South University Drive,Fort Worth,TX,76129-0002
1899,Texas College,texas-college,Private,Coed,$,960.0,"32% of 4,190 applicants were admitted",70.0,"  $10,008","  $10,008",Rolling,,,,"2404 North Grand Avenue, PO Box 4500",Tyler,TX,75712-4500
740,Texas Lutheran University,texas-lutheran-university,Private,Coed,$$,1445.0,"56% of 3,000 applicants were admitted",73.0,"  $30,860","  $30,860",Rolling,,,,1000 West Court Street,Seguin,TX,78155-5999
1139,Texas Southern University,texas-southern-university,Public,Coed,,7092.0,"90% of 8,644 applicants were admitted",52.7,Not reported,Not reported,August 14,,,,3100 Cleburne Avenue,Houston,TX,77004-4584
784,Texas State University,texas-state-university,Public,Coed,$$,33917.0,"81% of 23,583 applicants were admitted",76.0,"  $11,550","  $23,820",March 1,,,,601 University Drive,San Marcos,TX,78666
852,Texas Tech University,texas-tech-university,Public,Coed,$$,32125.0,"69% of 25,384 applicants were admitted",87.0,"  $11,320","  $23,770",Rolling,,,,2500 Broadway,Lubbock,TX,79409
912,Texas Wesleyan University,texas-wesleyan-university,Private,Coed,$$,1905.0,"41% of 2,959 applicants were admitted",41.0,"  $30,300","  $30,300",Rolling,,,,1201 Wesleyan Street,Fort Worth,TX,76105
1141,Texas Woman's University,texas-womans-university,Public,Women Only,$$,10591.0,"93% of 5,651 applicants were admitted",73.3,"   $9,748","  $22,408",August 25,,,,304 Administration Drive,Denton,TX,76204
1420,The Art Institute of Atlanta,the-art-institute-of-atlanta,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,"6600 Peachtree Dunwoody Road, NE, 100 Embassy Row",Atlanta,GA,30328
1461,The Citadel,the-citadel,Public,Men Only,$$,2923.0,"75% of 2,742 applicants were admitted",86.0,"  $14,483","  $38,368",Rolling,,,,171 Moultrie Street,Charleston,SC,29409
3559,The Colburn School Conservatory of Music,the-colburn-school-conservatory-of-music,,Coed,,55.0,10% of 701 applicants were admitted,,Not reported,Not reported,December 1,,,,200 South Grand Avenue,Los Angeles,CA,90012
148,The College of New Jersey,the-college-of-new-jersey,Public,Coed,$$,7048.0,"50% of 13,625 applicants were admitted",93.0,"  $16,923","  $28,901",February 1,,,,"2000 Pennington Road, PO Box 7718",Ewing,NJ,08628
1326,The Jewish Theological Seminary,the-jewish-theological-seminary,Private,Coed,,190.0,60% of 124 applicants were admitted,100.0,Not reported,Not reported,February 1,,,,3080 Broadway,New York,NY,10027-4649
1950,The King's College,the-kings-college,Private,Coed,$$,544.0,"42% of 2,798 applicants were admitted",78.3,"  $37,690","  $37,690",Rolling,,,,56 Broadway,New York,NY,10004
1948,The King's University,the-kings-university,Private,Coed,,,Not reported,,Not reported,Not reported,,,,,2121 E. Southlake Boulevard,Southlake,TX,76092
3560,The New School for Public Engagement,the-new-school-for-public-engagement,,Coed,,471.0,88% of 33 applicants were admitted,,Not reported,Not reported,Rolling,,,,66 West 12th Street,New York,NY,10011
3377,The New School: College of Performing Arts,the-new-school-college-of-performing-arts,Private,Coed,,609.0,"49% of 1,279 applicants were admitted",76.0,Not reported,Not reported,January 15,,,,66 West 12th Street,New York,NY,10011
3327,The Restaurant School at Walnut Hill College,the-restaurant-school-at-walnut-hill-college,Private for-profit,Coed,,387.0,97% of 174 applicants were admitted,,"  $22,950","  $22,950",Rolling,,,,4207 Walnut Street,Philadelphia,PA,19104-3518
3253,The Sage Colleges,the-sage-colleges,Private,Coed,$$,1358.0,"85% of 1,561 applicants were admitted",72.0,"  $31,883","  $31,883",Rolling,,,,65 1st Street,Troy,NY,12180
3369,The University of Texas Rio Grande Valley,the-university-of-texas-rio-grande-valley,Public,Coed,$$,24965.0,"80% of 10,680 applicants were admitted",76.5,"   $8,916","  $21,186",July 1,,,,1201 West University Drive,Edinburg,TX,78539
3339,Theological University of the Caribbean,theological-university-of-the-caribbean,Private,Coed,,244.0,83% of 60 applicants were admitted,41.0,"   $7,660","   $7,660",Rolling,,,,PO Box 901,Saint Just,PR,00978-0901
142,Thiel College,thiel-college,Private,Coed,$$,926.0,"61% of 2,275 applicants were admitted",67.0,"  $31,700","  $31,700",Rolling,,,,75 College Avenue,Greenville,PA,16125-2181
736,Thomas Aquinas College,thomas-aquinas-college,Private,Coed,$$,381.0,76% of 170 applicants were admitted,94.2,"  $26,000","  $26,000",Rolling,,,,10000 Ojai Road,Santa Paula,CA,93060
133,Thomas College,thomas-college,Private,Coed,$$,1212.0,Not reported,71.0,"  $26,900","  $26,900",Rolling,,,,180 West River Road,Waterville,ME,04901-5097
1223,Thomas Edison State College,thomas-edison-state-college,Public,Coed,,10217.0,Not reported,,"   $7,519","   $9,967",Rolling,,,,111 West State Street,Trenton,NJ,08608
145,Thomas Jefferson University,thomas-jefferson-university,Private,Coed,$$$,3734.0,"66% of 4,317 applicants were admitted",83.8,"  $43,366","  $43,366",March 1,,,,1020 Walnut Street,Philadelphia,PA,19107
1547,Thomas More College,thomas-more-college,Private,Coed,$$,2048.0,"89% of 2,401 applicants were admitted",63.0,"  $31,200","  $31,200",Rolling,,,,333 Thomas More Parkway,Crestview Hills,KY,41017-3495
570,Thomas More College of Liberal Arts,thomas-more-college-of-liberal-arts,Private,Coed,$$,90.0,41% of 32 applicants were admitted,100.0,"  $21,600","  $21,600",Rolling,,,,6 Manchester Street,Merrimack,NH,03054-4818
1304,Thomas University,thomas-university,Private,Coed,$$,1114.0,23% of 359 applicants were admitted,,"  $16,940","  $16,940",Rolling,,,,1501 Millpond Road,Thomasville,GA,31792-7499
1734,Tiffin University,tiffin-university,Private,Coed,$$,2206.0,"69% of 4,219 applicants were admitted",64.7,"  $27,610","  $27,610",Rolling,,,,155 Miami Street,Tiffin,OH,44883-2161
1548,Toccoa Falls College,toccoa-falls-college,Private,Coed,$$,1833.0,"60% of 1,176 applicants were admitted",64.0,"  $21,120","  $21,120",Rolling,,,,107 Kincaid Drive,Toccoa Falls,GA,30598
3043,Torah Temimah Talmudical Seminary,torah-temimah-talmudical-seminary,Private,Men Only,,170.0,100% of 55 applicants were admitted,,Not reported,Not reported,,,,,507 Ocean Parkway,Brooklyn,NY,11218-5913
1549,Tougaloo College,tougaloo-college,Private,Coed,$$,793.0,"40% of 2,551 applicants were admitted",73.0,"  $22,088","  $22,088",Rolling,,,,500 West County Line Road,Tougaloo,MS,39174
147,Touro College,touro-college,Private,Coed,$$,5689.0,"69% of 2,070 applicants were admitted",84.0,"  $20,750","  $20,750",Rolling,,,,27-33 West 23rd Street,New York,NY,10010
3364,Touro University Worldwide,touro-university-worldwide,Private,Coed,,484.0,Not reported,50.0,"  $10,800","  $10,800",,,,,"10601 Calle Lee, Suite 179",Los Alamitos,CA,90720
1550,Towson University,towson-university,Public,Coed,$$,19619.0,"76% of 12,678 applicants were admitted",86.0,"  $10,198","  $24,334",Rolling,,,,8000 York Road,Towson,MD,21252-0001
1551,Transylvania University,transylvania-university,Private,Coed,$$$,949.0,"89% of 1,786 applicants were admitted",83.0,"  $41,610","  $41,610",February 1,,,,300 North Broadway,Lexington,KY,40508-1797
1552,Trevecca Nazarene University,trevecca-nazarene-university,Private,Coed,$$,2228.0,"62% of 1,662 applicants were admitted",75.0,"  $26,898","  $26,898",Rolling,,,,333 Murfreesboro Road,Nashville,TN,37210-2877
3051,Tri-State Bible College,tri-state-bible-college,Private,Coed,,65.0,Not reported,,Not reported,Not reported,,,,,"506 Margaret Street, PO Box 445",South Point,OH,45680-8402
2090,Trident University International,trident-university-international,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,Rolling,,,,"5757 Plaza Drive, Suite 100",Cypress,CA,90630
1730,Trine University,trine-university,Private,Coed,$$,3808.0,"82% of 4,063 applicants were admitted",75.5,"  $33,490","  $33,490",Rolling,,,,1 University Avenue,Angola,IN,46703-1764
2054,Trinity Baptist College,trinity-baptist-college,Private,Coed,$,268.0,51% of 350 applicants were admitted,,"  $12,140","  $12,140",Rolling,,,,800 Hammond Boulevard,Jacksonville,FL,32221
1297,Trinity Bible College,trinity-bible-college,Private,Coed,$$,197.0,Not reported,,"  $17,006","  $17,006",Rolling,,,,50 Sixth Avenue South,Ellendale,ND,58436
1732,Trinity Christian College,trinity-christian-college,Private,Coed,$$,1005.0,69% of 973 applicants were admitted,78.0,"  $30,950","  $30,950",Rolling,,,,6601 West College Drive,Palos Heights,IL,60463-0929
151,Trinity College,trinity-college,Private,Coed,$$$,2182.0,"34% of 6,096 applicants were admitted",91.0,"  $59,050","  $59,050",January 15,,,,300 Summit Street,Hartford,CT,06106-3100
559,Trinity College of Florida,trinity-college-of-florida,Private,Coed,$$,220.0,86% of 113 applicants were admitted,55.0,"  $16,300","  $16,300",July 31,,,,2430 Welbilt Boulevard,Trinity,FL,34655
3061,Trinity College of Nursing and Health Sciences,trinity-college-of-nursing-and-health-sciences,Private,Coed,,232.0,50% of 4 applicants were admitted,100.0,Not reported,Not reported,Rolling,,,,2122 25th Avenue,Rock Island,IL,61201
1731,Trinity International University,trinity-international-university,Private,Coed,,968.0,63% of 548 applicants were admitted,66.0,Not reported,Not reported,Rolling,,,,2065 Half Day Road,Deerfield,IL,60015-1284
754,Trinity University,trinity-university,Private,Coed,$$$,2528.0,"29% of 9,864 applicants were admitted",92.0,"  $46,456","  $46,456",January 15,,,,One Trinity Place,San Antonio,TX,78212-7200
1553,Trinity Washington University,trinity-washington-university,Private,Women Only,,1043.0,Not reported,,Not reported,Not reported,Rolling,,,,"125 Michigan Avenue, NE",Washington,DC,20017-1094
1554,Troy University,troy-university,Public,Coed,$$,12995.0,"88% of 6,146 applicants were admitted",75.1,"  $12,460","  $22,875",Rolling,,,,University Avenue,Troy,AL,36082
3035,Truett-McConnell College,truett-mcconnell-college,Private,Coed,$$,2983.0,94% of 611 applicants were admitted,63.0,"  $21,938","  $21,938",August 1,,,,100 Alumni Drive,Cleveland,GA,30528
1779,Truman State University,truman-state-university,Public,Coed,$$,4939.0,"63% of 4,595 applicants were admitted",83.5,"   $8,120","  $15,314",Rolling,,,,100 East Normal Avenue,Kirksville,MO,63501-4221
155,Tufts University,tufts-university,Private,Coed,$$$,5643.0,"15% of 21,501 applicants were admitted",96.0,"  $58,578","  $58,578",January 1,,,,419 Boston Ave,Medford,MA,02155
1555,Tulane University,tulane-university,Private,Coed,$$$,6968.0,"13% of 42,185 applicants were admitted",92.8,"  $56,800","  $56,800",January 15,,,,6823 St Charles Avenue,New Orleans,LA,70118-5669
1556,Tusculum College,tusculum-college,Private,Coed,$$,1407.0,"89% of 2,139 applicants were admitted",54.0,"  $24,860","  $24,860",Rolling,,,,60 Shiloh Road,Greeneville,TN,37743-9997
1557,Tuskegee University,tuskegee-university,Private,Coed,,2485.0,"53% of 7,529 applicants were admitted",70.0,Not reported,Not reported,April 15,,,,1200 West Montgomery Road,Tuskegee,AL,36088
1558,Union College,union-college-barbourville-ky,Private,Coed,$$,946.0,"55% of 1,357 applicants were admitted",63.0,"  $28,000","  $28,000",Rolling,,,,310 College Street,Barbourville,KY,40906-1499
157,Union College,union-college-schenectady-ny,Private,Coed,$$$,2189.0,"43% of 6,086 applicants were admitted",93.2,"  $59,427","  $59,427",January 15,,,,807 Union Street,Schenectady,NY,12308-2311
685,Union College,union-college-lincoln-ne,Private,Coed,$$,723.0,"70% of 1,326 applicants were admitted",77.3,"  $25,340","  $25,340",Rolling,,,,3800 South 48th Street,Lincoln,NE,68506-4300
1224,Union Institute & University,union-institute-university,Private,Coed,,837.0,Not reported,92.0,Not reported,Not reported,Rolling,,,,440 East McMillan Street,Cincinnati,OH,45206-1925
1559,Union University,union-university,Private,Coed,$$$,2164.0,"53% of 2,866 applicants were admitted",84.0,"  $34,780","  $34,780",,,,,1050 Union University Drive,Jackson,TN,38305-3697
700,United States Air Force Academy,united-states-air-force-academy,Public,Coed,,4336.0,"11% of 10,376 applicants were admitted",96.0,Not reported,Not reported,December 31,,,,"HQ USAFA/A9A, 2304 Cadet Drive, Suite 3800",USAF Academy,CO,80840-5025
159,United States Coast Guard Academy,united-states-coast-guard-academy,Public,Coed,,1069.0,"20% of 1,930 applicants were admitted",95.0,Not reported,Not reported,Rolling,,,,15 Mohegan Avenue,New London,CT,06320-8100
164,United States Merchant Marine Academy,united-states-merchant-marine-academy,Public,Coed,,954.0,"22% of 1,662 applicants were admitted",94.0,Not reported,Not reported,March 1,,,,300 Steamboat Road,Kings Point,NY,11024-1699
165,United States Military Academy,united-states-military-academy,Public,Coed,,4457.0,"10% of 11,675 applicants were admitted",95.0,Not reported,Not reported,January 31,,,,600 Thayer Road,West Point,NY,10996
1560,United States Naval Academy,united-states-naval-academy,Public,Coed,,4525.0,"9% of 16,101 applicants were admitted",97.0,Not reported,Not reported,January 31,,,,121 Blake Road,Annapolis,MD,21402-5000
3174,United States Sports Academy,united-states-sports-academy,Private,Coed,,124.0,Not reported,,"  $17,424","  $17,424",,,,,One Academy Drive,Daphne,AL,36526-7055
3561,United States University,united-states-university,,Coed,,,Not reported,,Not reported,Not reported,,,,,7675 Mission Valley Road,San Diego,CA,92108
1900,United Talmudical Seminary,united-talmudical-seminary,Private,Men Only,,1351.0,Not reported,,Not reported,Not reported,,,,,191 Rodney Street,Brooklyn,NY,11211
168,Unity College,unity-college,Private,Coed,$$,704.0,89% of 915 applicants were admitted,64.0,"  $29,160","  $29,160",Rolling,,,,90 Quaker Hill Road,Unity,ME,04988
1172,Universidad Adventista de las Antillas,universidad-adventista-de-las-antillas,Private,Coed,$,1058.0,34% of 318 applicants were admitted,73.0,"   $6,295","   $6,295",July 15,,,,PO Box 118,Mayagüez,PR,00681-0118
3079,Universidad Central del Caribe,universidad-central-del-caribe,Private,Coed,,178.0,Not reported,95.0,Not reported,Not reported,,,,,PO Box 60-327,Bayamón,PR,00960-6032
1422,Universidad del Este,universidad-del-este,Private,Coed,,11825.0,"43% of 10,800 applicants were admitted",77.0,Not reported,Not reported,,,,,PO Box 2010,Carolina,PR,00984
1433,Universidad del Turabo,universidad-del-turabo,Private,Coed,,14696.0,"52% of 8,968 applicants were admitted",76.6,Not reported,Not reported,Rolling,,,,PO Box 3030,Gurabo,PR,00778-3030
1434,Universidad Metropolitana,universidad-metropolitana,Private,Coed,,11589.0,"65% of 11,494 applicants were admitted",74.8,Not reported,Not reported,August 15,,,,Apartado 21150,San Juan,PR,00928-1150
3080,Universidad Pentecostal Mizpa,universidad-pentecostal-mizpa,Private,Coed,,275.0,Not reported,67.0,Not reported,Not reported,,,,,"Bo Caimito Road 199, Apartado 20966",San Juan,PR,00928-0966
80,University at Albany,university-at-albany,Public,Coed,$$,13598.0,"52% of 27,679 applicants were admitted",81.5,"   $9,956","  $27,546",February 1,,,,1400 Washington Avenue,Albany,NY,12222-0001
84,University at Buffalo,university-at-buffalo,Public,Coed,$$,21921.0,"61% of 29,900 applicants were admitted",86.0,"  $10,524","  $28,194",February 1,,,,Capen Hall,Buffalo,NY,14260
3340,University College of San Juan,university-college-of-san-juan,Public,Coed,$,1059.0,85% of 101 applicants were admitted,51.0,"   $2,370","   $2,370",,,,,"180 Jose R. Oliver Street, Tres Monjitas Industrial Park",San Juan,PR,00918
540,University of Advancing Technology,university-of-advancing-technology,Private for-profit,Men Only,,1013.0,Not reported,,Not reported,Not reported,Rolling,,,,2625 West Baseline Road,Tempe,AZ,85283-1042
297,University of Akron,university-of-akron,Public,Coed,$$,14793.0,"73% of 14,553 applicants were admitted",71.6,"  $10,270","  $18,801",Rolling,,,,302 Buchtel Common,Akron,OH,44325
469,University of Alabama,university-of-alabama,Public,Coed,$$,32795.0,"83% of 38,505 applicants were admitted",86.9,"  $10,780","  $30,250",May 1,,,,206 Student Services Center,Tuscaloosa,AL,35487
467,University of Alabama at Birmingham,university-of-alabama-at-birmingham,Public,Coed,$$,13836.0,Not reported,83.1,"  $10,710","  $25,500",Rolling,,,,1720 2nd Avenue South,Birmingham,AL,35294
468,University of Alabama in Huntsville,university-of-alabama-in-huntsville,Public,Coed,$$,7989.0,"81% of 4,543 applicants were admitted",83.0,"  $11,122","  $23,518",August 17,,,,301 Sparkman Drive,Huntsville,AL,35899
637,University of Alaska Anchorage,university-of-alaska-anchorage,Public,Coed,$$,12202.0,"83% of 3,673 applicants were admitted",66.0,"   $7,688","  $23,858",June 15,,,,3211 Providence Drive,Anchorage,AK,99508
705,University of Alaska Fairbanks,university-of-alaska-fairbanks,Public,Coed,$$,6284.0,"76% of 1,383 applicants were admitted",72.9,"  $10,308","  $27,288",June 15,,,,PO Box 757500,Fairbanks,AK,99775-7520
928,University of Alaska Southeast,university-of-alaska-southeast,Public,Coed,$$,1886.0,61% of 492 applicants were admitted,59.0,"   $7,560","  $21,144",August 15,,,,11120 Glacier Highway,Juneau,AK,99801
3357,University of Antelope Valley,university-of-antelope-valley,Private,Coed,,,Not reported,,Not reported,Not reported,,,,,44055 North Sierra Highway,Lancaster,CA,93534
742,University of Arizona,university-of-arizona,Public,Coed,$$,35801.0,"85% of 40,854 applicants were admitted",83.2,"  $12,379","  $34,662",Rolling,,,,1200 E. University Blvd.,Tucson,AZ,85721
479,University of Arkansas,university-of-arkansas,Public,Coed,$$,23025.0,"77% of 17,913 applicants were admitted",84.2,"   $9,384","  $25,872",Rolling,,,,1 University of Arkansas,Fayetteville,AR,72701
615,University of Arkansas at Fort Smith,university-of-arkansas-at-fort-smith,Public,Coed,$$,6823.0,"56% of 4,001 applicants were admitted",66.0,"   $7,128","  $15,969",Rolling,,,,PO Box 3649,Fort Smith,AR,72913-3649
480,University of Arkansas at Little Rock,university-of-arkansas-at-little-rock,Public,Coed,,7615.0,"64% of 2,325 applicants were admitted",65.9,Not reported,Not reported,,,,,2801 South University Avenue,Little Rock,AR,72204-1099
481,University of Arkansas at Monticello,university-of-arkansas-at-monticello,Public,Coed,,3124.0,"46% of 2,761 applicants were admitted",40.0,Not reported,Not reported,August 1,,,,346 University Drive,Monticello,AR,71656
482,University of Arkansas at Pine Bluff,university-of-arkansas-at-pine-bluff,Public,Coed,,2545.0,"46% of 4,452 applicants were admitted",70.2,Not reported,Not reported,Rolling,,,,1200 North University Drive,Pine Bluff,AR,71601-2799
3031,University of Arkansas for Medical Sciences,university-of-arkansas-for-medical-sciences,Public,Coed,,666.0,Not reported,,Not reported,Not reported,,,,,4301 West Markham,Little Rock,AR,72205-7199
493,University of Baltimore,university-of-baltimore,Public,Coed,,3526.0,60% of 806 applicants were admitted,78.0,Not reported,Not reported,Rolling,,,,1420 North Charles Street,Baltimore,MD,21201-5779
156,University of Bridgeport,university-of-bridgeport,Private,Coed,,3129.0,"54% of 7,947 applicants were admitted",71.0,"  $32,860","  $32,860",Rolling,,,,126 Park Avenue,Bridgeport,CT,06604
1090,"University of California, Berkeley",university-of-california-berkeley,Public,Coed,$$,31780.0,"17% of 87,398 applicants were admitted",97.0,"  $14,253","  $44,007",,,,,110 Sproul Hall #5800,Berkeley,CA,94720
650,"University of California, Davis",university-of-california-davis,Public,Coed,$$,30982.0,"39% of 77,152 applicants were admitted",92.4,"  $14,653","  $44,407",,,,,One Shields Avenue,Davis,CA,95616
730,"University of California, Irvine",university-of-california-irvine,Public,Coed,$$,30382.0,"27% of 95,568 applicants were admitted",94.0,"  $13,727","  $43,481",November 30,,,,19182 Jamboree Road,Irvine,CA,92697
1093,"University of California, Los Angeles",university-of-california-los-angeles,Public,Coed,$$,31543.0,"12% of 111,322 applicants were admitted",96.5,"  $13,564","  $43,318",November 30,,,,405 Hilgard Avenue,Los Angeles,CA,90095
2046,"University of California, Merced",university-of-california-merced,Public,Coed,$$,8151.0,"72% of 25,368 applicants were admitted",85.0,"  $13,538","  $42,530",,,,,5200 North Lake Road,Merced,CA,95343
910,"University of California, Riverside",university-of-california-riverside,Public,Coed,$$,22055.0,"57% of 49,518 applicants were admitted",89.7,"  $15,626","  $45,380",November 30,,,,900 University Avenue,Riverside,CA,92521-0102
1091,"University of California, San Diego",university-of-california-san-diego,Public,Coed,$$,30794.0,"32% of 99,133 applicants were admitted",93.4,"  $14,480","  $44,234",November 30,,,,9500 Gilman Drive,La Jolla,CA,92093
635,"University of California, Santa Barbara",university-of-california-santa-barbara,Public,Coed,$$,23338.0,"30% of 93,457 applicants were admitted",92.0,"  $14,391","  $44,145",November 30,,,,1210 Cheadle Hall,Santa Barbara,CA,93106-2014
916,"University of California, Santa Cruz",university-of-california-santa-cruz,Public,Coed,$$,17517.0,"52% of 55,866 applicants were admitted",88.5,"  $14,054","  $43,046",November 30,,,,1156 High Street,Santa Cruz,CA,95064
1453,University of Central Arkansas,university-of-central-arkansas,Public,Coed,$$,9425.0,"91% of 5,541 applicants were admitted",74.1,"   $9,188","  $15,998",Rolling,,,,201 Donaghey Avenue,Conway,AR,72035-0001
1455,University of Central Florida,university-of-central-florida,Public,Coed,$$,59483.0,"44% of 45,118 applicants were admitted",91.5,"   $6,368","  $22,467",Rolling,,,,4000 Central Florida Boulevard,Orlando,FL,32816
324,University of Central Missouri,university-of-central-missouri,Public,Coed,$$,8904.0,"65% of 5,699 applicants were admitted",73.8,"   $8,043","  $15,171",Rolling,,,,108 W South St.,Warrensburg,MO,64093
888,University of Central Oklahoma,university-of-central-oklahoma,Public,Coed,$,14337.0,"81% of 4,722 applicants were admitted",64.0,"   $7,487","  $18,374",Rolling,,,,100 North University Drive,Edmond,OK,73034-5209
1458,University of Charleston,university-of-charleston,Private,Coed,$$,1907.0,"50% of 2,454 applicants were admitted",65.0,"  $30,900","  $30,900",Rolling,,,,"2300 MacCorkle Avenue, SE",Charleston,WV,25304-1099
327,University of Chicago,university-of-chicago,Private,Coed,$$$,6734.0,"6% of 34,641 applicants were admitted",99.0,"  $59,298","  $59,298",January 4,,,,5801 South Ellis Avenue,Chicago,IL,60637-1513
329,University of Cincinnati,university-of-cincinnati,Public,Coed,$$,28376.0,"77% of 23,609 applicants were admitted",88.0,"  $11,010","  $26,344",Rolling,,,,PO Box 210063,Cincinnati,OH,45221
1207,University of Colorado Boulder,university-of-colorado-boulder,Public,Coed,$$,31101.0,"78% of 40,740 applicants were admitted",87.0,"  $12,500","  $38,318",January 15,,,,3100 Marine Street,Boulder,CO,80309
647,University of Colorado Colorado Springs,university-of-colorado-colorado-springs,Public,Coed,$$,10196.0,"87% of 7,906 applicants were admitted",69.6,"  $10,463","  $25,583",Rolling,,,,1420 Austin Bluffs Parkway,Colorado Springs,CO,80918
1687,University of Colorado Denver,university-of-colorado-denver,Public,Coed,$$,16443.0,"64% of 11,315 applicants were admitted",72.0,"  $11,447","  $32,057",Rolling,,,,PO Box 173364,Denver,CO,80217-3364
401,University of Connecticut,university-of-connecticut,Public,Coed,$$,19133.0,"49% of 34,886 applicants were admitted",93.0,"  $17,226","  $39,894",January 15,,,,3 Discovery Drive Unit 6079,Storrs,CT,06269
1208,University of Dallas,university-of-dallas,Private,Coed,$$$,1475.0,"45% of 4,676 applicants were admitted",85.4,"  $44,810","  $44,810",March 1,,,,1845 East Northgate Drive,Irving,TX,75062-4736
347,University of Dayton,university-of-dayton,Private,Coed,$$$,8483.0,"72% of 17,462 applicants were admitted",89.4,"  $44,100","  $44,100",February 1,,,,300 College Park,Dayton,OH,45469
1669,University of Delaware,university-of-delaware,Public,Coed,$$,18221.0,"68% of 26,500 applicants were admitted",91.2,"  $14,280","  $35,710",January 15,,,,210 South College Avenue,Newark,DE,19716
693,University of Denver,university-of-denver,Private,Coed,$$$,5774.0,"59% of 21,028 applicants were admitted",85.5,"  $53,775","  $53,775",January 15,,,,2199 South University Boulevard,Denver,CO,80208
353,University of Detroit Mercy,university-of-detroit-mercy,Private,Coed,$$,2745.0,"74% of 4,538 applicants were admitted",81.6,"  $29,416","  $29,416",Rolling,,,,4001 West McNichols Road,Detroit,MI,48221
361,University of Dubuque,university-of-dubuque,Private,Coed,$$,1900.0,"73% of 2,054 applicants were admitted",62.0,"  $36,610","  $36,610",Rolling,,,,2000 University Avenue,Dubuque,IA,52001-5099
963,University of Evansville,university-of-evansville,Private,Coed,$$$,2342.0,"70% of 3,825 applicants were admitted",84.4,"  $36,416","  $36,416",Rolling,,,,1800 Lincoln Avenue,Evansville,IN,47722
1782,University of Findlay,university-of-findlay,Private,Coed,$$,131557.0,"77% of 3,376 applicants were admitted",76.3,"  $35,410","  $35,410",Rolling,,,,1000 North Main Street,Findlay,OH,45840-3653
943,University of Florida,university-of-florida,Public,Coed,$$,35491.0,"39% of 38,905 applicants were admitted",,"   $6,381","  $27,598",March 1,,,,201 Criser Hall,Gainesville,FL,32611
3562,University of Fort Lauderdale,university-of-fort-lauderdale,,Coed,,,Not reported,,Not reported,Not reported,,,,,4093 NW 16th Street,Lauderhill,FL,33313
975,University of Georgia,university-of-georgia,Public,Coed,$$,29848.0,"46% of 29,065 applicants were admitted",95.5,"  $12,080","  $31,120",January 1,,,,101 Herty Drive,Athens,GA,30602
643,University of Great Falls,university-of-great-falls,Private,Coed,$$,785.0,97% of 316 applicants were admitted,57.0,"  $26,662","  $26,662",,,,,1301 Twentieth Street South,Great Falls,MT,59405
416,University of Hartford,university-of-hartford,Private,Coed,$$$,4793.0,"76% of 13,233 applicants were admitted",75.0,"  $43,560","  $43,560",Rolling,,,,200 Bloomfield Avenue,West Hartford,CT,06117-1599
710,University of Hawaii - West Oahu,university-of-hawaii-west-oahu,Public,Coed,,3049.0,84% of 673 applicants were admitted,76.0,"   $7,584","  $20,544",Rolling,,,,91-1001 Farrington Highway,Kapolei,HI,96707
1104,University of Hawaii at Hilo,university-of-hawaii-at-hilo,Public,Coed,,3362.0,"71% of 1,679 applicants were admitted",66.1,Not reported,Not reported,July 1,,,,200 West Kawili Street,Hilo,HI,96720-4091
1100,University of Hawaii at Manoa,university-of-hawaii-at-manoa,Public,Coed,$$,12631.0,"58% of 16,244 applicants were admitted",81.1,"  $12,186","  $34,218",,,,,2500 Campus Road,Honolulu,HI,96822
758,University of Houston,university-of-houston,Public,Coed,$$,38597.0,"65% of 25,393 applicants were admitted",85.0,"  $11,276","  $26,936",June 1,,,,4800 Calhoun Road,Houston,TX,77204
1102,University of Houston - Clear Lake,university-of-houston-clear-lake,Public,Coed,$$,6425.0,"78% of 1,311 applicants were admitted",80.5,"   $7,961","  $24,755",August 1,,,,2700 Bay Area Boulevard,Houston,TX,77058-1002
871,University of Houston - Downtown,university-of-houston-downtown,Public,Coed,,13136.0,"89% of 5,617 applicants were admitted",73.4,"   $8,664","  $21,024",June 1,,,,One Main Street,Houston,TX,77002
1258,University of Houston - Victoria,university-of-houston-victoria,Public,Coed,,3012.0,"56% of 3,950 applicants were admitted",55.0,Not reported,Not reported,Rolling,,,,3007 North Ben Wilson Street,Victoria,TX,77901-4450
686,University of Idaho,university-of-idaho,Public,Coed,$$,9392.0,"78% of 8,071 applicants were admitted",77.3,"   $8,304","  $27,540",Rolling,,,,875 Perimeter Drive,Moscow,ID,83844-2282
